empid,basic_salary,grade_pay,DA,home_rent,convience_allowance,absent,earned_leave,casual_leave,maternity_leave,washing_allowance
EMP07396,20152,3505,6922,2389,1088,5,9,10,0,304
EMP07397,46424,1888,25905,9081,1881,0,2,6,0,303
EMP07398,42826,3330,16078,7057,1054,4,12,5,0,583
EMP07399,45228,2103,22847,11713,1684,4,8,9,0,471
EMP07400,24039,1715,8132,3250,1321,3,3,5,0,322
EMP07401,28528,4367,14121,4934,1798,0,13,2,0,573
EMP07402,28717,1382,12589,8522,1515,1,9,2,0,459
EMP07403,48291,1412,18021,14403,1500,3,2,6,0,508
EMP07404,41171,3290,24173,5792,1609,0,15,0,0,365
EMP07405,16087,1867,5597,2238,1494,0,3,0,0,472
EMP07406,42479,1266,22520,4324,1949,5,2,1,0,423
EMP07407,23271,4159,10949,3004,1347,4,10,7,0,429
EMP07408,44980,3693,24923,8531,1987,0,2,4,0,313
EMP07409,42754,2393,16013,7288,1266,4,9,2,0,474
EMP07410,24543,2456,8502,3279,873,3,1,4,0,528
EMP07411,46440,4114,17939,4699,1303,2,14,1,0,426
EMP07412,22230,4021,9132,4206,1075,1,10,5,0,301
EMP07413,15526,4515,7466,2140,1319,0,5,7,0,552
EMP07414,32717,4504,11224,3729,1816,4,7,7,0,323
EMP07415,32393,3303,18995,7993,1261,5,11,6,0,479
EMP07416,28798,3462,11062,7039,1894,5,5,5,0,595
EMP07417,33867,1436,17666,8469,1157,5,14,5,0,549
EMP07418,47607,3586,19386,6620,1145,2,7,1,0,488
EMP07419,26507,1227,8192,3181,1041,0,12,8,0,428
EMP07420,46218,3755,14906,10279,973,1,0,9,0,395
EMP07421,18676,4964,6963,3467,913,0,8,9,0,550
EMP07422,43817,1462,16153,7722,951,5,3,10,0,465
EMP07423,44568,1200,24792,6056,1965,0,8,5,0,358
EMP07424,25794,2182,12197,6968,1824,0,5,6,0,495
EMP07425,42295,1758,17508,9376,1951,2,10,4,0,418
EMP07426,49273,1853,17550,6368,1886,4,11,1,0,515
EMP07427,20582,3629,11215,2985,984,2,11,3,0,394
EMP07428,21360,2540,10851,4419,1738,4,11,2,0,570
EMP07429,39503,1195,16030,6374,1379,2,11,8,0,585
EMP07430,29396,4486,10323,3645,847,3,2,5,0,468
EMP07431,26655,4471,9246,4237,1699,1,15,7,0,456
EMP07432,38962,1187,12111,7622,1513,1,7,8,0,521
EMP07433,32323,3991,13013,9013,1103,2,11,1,0,309
EMP07434,40090,2544,18254,6953,1656,3,13,8,0,398
EMP07435,24664,2367,11567,6587,910,2,5,2,0,413
EMP07436,33809,4368,19677,3727,1399,3,10,5,0,386
EMP07437,36000,3348,20781,8799,1537,4,9,1,0,331
EMP07438,36761,2225,22056,6423,1858,5,14,1,173,533
EMP07439,18249,3885,5905,4249,1964,3,6,5,0,530
EMP07440,38718,3666,12336,5789,1319,5,6,8,0,564
EMP07441,21528,1879,7654,2593,1111,2,2,5,0,424
EMP07442,37017,4270,12425,10746,1400,5,0,4,0,490
EMP07443,45005,1446,22827,7282,1374,1,7,2,0,437
EMP07444,18928,2114,7360,4025,1574,4,12,2,0,513
EMP07445,38257,3716,21609,7545,1772,2,8,6,0,577
EMP07446,42782,2461,17965,12261,831,2,15,5,0,517
EMP07447,42835,4165,17420,5405,1028,5,1,7,0,571
EMP07448,28436,1946,10001,4254,1761,4,3,3,0,524
EMP07449,43406,2207,20399,9068,1901,1,11,10,0,478
EMP07450,17918,2823,10401,3873,1399,1,6,5,0,585
EMP07451,48532,4262,19017,14015,827,4,6,3,0,389
EMP07452,39478,4461,21419,8630,1196,1,9,0,0,506
EMP07453,31865,2718,16266,6902,1472,2,4,9,0,356
EMP07454,48079,3015,21495,13574,1931,0,9,6,0,516
EMP07455,19088,4581,7568,2431,1221,3,4,2,0,463
EMP07456,45982,2268,14381,8114,1255,0,15,8,0,502
EMP07457,38985,1586,21709,5302,1595,4,0,3,0,403
EMP07458,32531,1350,15056,8208,1806,5,15,0,0,516
EMP07459,21184,3104,10100,3798,1959,1,8,4,0,581
EMP07460,43743,4551,23873,13043,913,5,14,8,0,529
EMP07461,47608,3557,16947,8361,1319,5,7,10,0,341
EMP07462,40596,3594,20537,10565,1669,2,3,3,0,376
EMP07463,45922,2193,17681,9595,1683,3,3,2,0,511
EMP07464,26711,4834,11721,5130,831,2,5,7,0,364
EMP07465,16675,2518,6783,2098,1849,5,15,5,0,329
EMP07466,25182,3534,14147,2930,1795,5,6,0,0,432
EMP07467,28433,1280,12961,8418,1855,2,7,5,0,479
EMP07468,45222,1288,26929,13153,1747,5,1,1,0,566
EMP07469,17187,4606,5699,4694,1833,4,1,10,0,338
EMP07470,34033,1341,12532,9931,1868,1,2,2,0,503
EMP07471,20640,3608,6511,2240,928,5,5,10,0,455
EMP07472,19236,3883,6605,3272,864,0,2,5,0,368
EMP07473,39398,1778,12939,9579,1798,0,14,5,0,419
EMP07474,34872,4032,13835,10229,1193,3,4,9,0,350
EMP07475,25840,3886,14426,7370,1002,4,12,5,0,418
EMP07476,15831,4274,8907,1920,1382,2,0,9,0,467
EMP07477,45690,4200,17681,12831,1418,5,0,8,0,554
EMP07478,49536,4588,24393,12910,1140,1,14,10,0,326
EMP07479,34912,2556,18744,8642,1753,2,7,10,0,313
EMP07480,27533,3601,11745,4263,816,1,9,10,0,351
EMP07481,27754,3785,12235,2808,1815,4,14,9,0,579
EMP07482,39820,2758,16819,8244,1235,0,3,10,0,551
EMP07483,46234,3363,15799,12146,1663,3,13,10,0,375
EMP07484,29268,2595,9225,8141,971,3,2,1,0,348
EMP07485,20612,2112,10881,2737,1921,1,5,10,0,561
EMP07486,39664,1992,14420,6907,923,4,4,4,0,305
EMP07487,15677,3286,9211,4127,1802,1,9,1,175,317
EMP07488,33287,1818,17208,5434,866,2,12,5,0,551
EMP07489,44248,4002,21013,6681,831,0,8,3,0,420
EMP07490,47451,3019,16545,11371,1520,1,0,0,0,559
EMP07491,15119,4965,8286,4407,1393,4,6,10,0,514
EMP07492,47916,4440,21471,11331,1847,0,2,5,0,478
EMP07493,20368,1028,7396,4197,1098,4,1,9,0,498
EMP07494,32881,2157,12274,3811,1793,3,12,7,0,483
EMP07495,38048,4358,18699,7231,1452,5,4,3,0,404
EMP07496,39850,2931,20229,8574,1942,5,15,8,0,466
EMP07497,27672,3439,10671,5378,1171,4,6,6,0,335
EMP07498,44227,4353,19397,12381,1544,0,15,0,0,325
EMP07499,25234,2723,9108,4076,1692,0,0,5,166,353
EMP07500,31574,4242,10047,7977,1273,4,4,0,0,583
EMP07501,29699,4605,15560,5209,1306,2,12,2,0,353
EMP07502,21603,2809,11700,2659,1358,0,3,5,0,538
EMP07503,39094,1956,17464,8695,1698,3,3,10,0,491
EMP07504,27224,1120,10746,6677,1025,1,15,1,0,340
EMP07505,30856,3924,16691,6666,1013,4,7,4,0,450
EMP07506,41104,4228,22620,10767,825,1,5,8,0,375
EMP07507,42336,4195,16835,8204,892,3,1,5,0,363
EMP07508,36868,1201,15327,6236,1010,4,0,9,0,516
EMP07509,18924,1721,11274,2528,1868,1,1,9,0,568
EMP07510,48418,3870,20435,5402,1551,5,0,7,0,359
EMP07511,22354,3291,6811,5292,1909,3,15,9,0,481
EMP07512,24289,3358,7989,6979,1077,5,0,1,0,316
EMP07513,35464,4621,20467,5097,1662,2,8,8,0,522
EMP07514,28716,1945,12346,4028,1172,3,2,3,0,512
EMP07515,41590,4752,15742,8481,1436,0,6,6,0,502
EMP07516,15113,3944,6548,2505,1861,0,3,4,0,422
EMP07517,48435,3566,21279,6331,1671,3,11,0,0,328
EMP07518,19433,3426,10494,5257,1250,2,13,7,0,313
EMP07519,37545,2872,19218,8631,929,1,9,1,0,327
EMP07520,34696,1725,15636,6959,1710,2,12,5,0,371
EMP07521,41808,2134,15015,10695,1315,5,5,4,0,471
EMP07522,37541,3151,11520,8558,842,4,9,1,0,591
EMP07523,24353,3113,10204,3304,1096,5,0,0,0,457
EMP07524,24099,2646,12065,4418,958,2,8,5,0,464
EMP07525,27781,2952,15107,5792,1019,0,8,1,0,575
EMP07526,49124,2905,24473,13569,1075,1,13,5,0,348
EMP07527,25705,1075,12517,6715,1970,4,6,10,0,588
EMP07528,28253,4735,11454,8134,1305,3,10,6,0,300
EMP07529,19283,1997,9556,2132,1859,1,1,9,0,593
EMP07530,24978,1011,10811,5056,1574,5,11,2,0,556
EMP07531,48622,3153,22338,11181,1882,1,2,4,0,346
EMP07532,42012,2913,22530,6977,1522,3,13,5,167,569
EMP07533,21025,2595,9143,3670,1338,2,5,4,0,364
EMP07534,24687,2869,13968,3820,1407,1,1,3,0,341
EMP07535,16849,4237,7452,2485,1349,2,6,3,0,434
EMP07536,49901,2042,25133,10199,1931,3,11,8,0,499
EMP07537,43698,4236,25473,8125,1192,2,9,2,0,569
EMP07538,43885,4016,15267,10829,1898,1,14,10,0,394
EMP07539,39857,4960,12373,7461,944,2,11,4,0,587
EMP07540,43495,2613,20511,6237,981,1,12,3,0,437
EMP07541,41713,1526,14612,7404,1261,5,9,0,0,548
EMP07542,18829,2737,9299,4371,1867,5,6,8,0,421
EMP07543,19322,1344,9431,2090,975,0,13,3,0,439
EMP07544,39967,3938,22602,9867,1623,5,8,4,0,381
EMP07545,19724,1342,8503,3213,1648,4,7,5,0,488
EMP07546,21310,3827,11532,4874,1803,3,12,4,0,449
EMP07547,16006,1821,5393,2689,967,0,3,6,0,375
EMP07548,39568,4201,23149,8549,1580,1,14,0,0,541
EMP07549,46799,2230,25063,8624,898,5,0,7,0,346
EMP07550,17117,2682,9008,4656,1317,1,4,1,0,332
EMP07551,43804,2292,15786,12603,987,0,5,10,0,417
EMP07552,20850,3254,9727,2741,1508,4,8,5,0,310
EMP07553,39893,2551,19257,8766,1223,1,1,9,0,514
EMP07554,41545,2842,23083,7554,1377,3,6,9,0,585
EMP07555,33551,4436,16462,9913,1064,2,9,7,0,516
EMP07556,32038,1030,11261,5047,1510,4,15,0,0,351
EMP07557,30017,3747,12981,7295,1530,3,1,9,0,585
EMP07558,27226,3542,14388,3432,1643,0,11,8,0,462
EMP07559,29727,1897,17401,6625,1620,5,13,8,0,366
EMP07560,21410,1715,11043,5696,1267,1,6,2,0,403
EMP07561,15363,4985,5298,2637,855,1,13,3,0,392
EMP07562,42300,1398,18659,11794,1457,0,11,1,0,340
EMP07563,46178,3286,20091,7439,1942,0,12,1,0,338
EMP07564,19928,4564,7888,5098,1450,0,6,8,0,404
EMP07565,40581,1782,14939,8546,1244,5,15,9,97,581
EMP07566,36629,2759,15301,5578,1756,0,1,6,0,313
EMP07567,26410,3727,8185,5806,1154,5,4,0,0,392
EMP07568,18135,4095,8774,5233,1482,2,0,6,0,322
EMP07569,18592,1151,10293,2714,1353,4,3,0,0,318
EMP07570,44935,2934,15265,5417,1536,5,7,4,0,444
EMP07571,37384,4681,19775,7151,1913,2,14,1,0,506
EMP07572,45278,1795,21497,6744,1009,2,0,8,0,583
EMP07573,24557,3568,10774,2940,1068,2,12,1,0,518
EMP07574,43665,4009,18853,10777,1430,3,5,7,0,388
EMP07575,33129,4264,12781,3628,1194,5,9,4,0,340
EMP07576,19471,1811,11427,5639,1989,4,9,5,0,306
EMP07577,18565,3911,8002,4030,1292,4,1,5,0,316
EMP07578,37272,4897,14688,10591,1426,5,1,7,0,547
EMP07579,45371,2691,13987,7764,1165,1,2,5,0,567
EMP07580,47098,2177,16526,12282,859,1,11,3,0,351
EMP07581,44802,3406,21430,10576,1214,1,1,10,0,584
EMP07582,24027,4280,11153,7033,963,5,7,6,0,567
EMP07583,34432,4848,11855,6378,1523,2,11,6,0,368
EMP07584,40240,4373,13704,9060,900,0,4,9,0,550
EMP07585,24977,3402,10895,5395,1742,5,6,2,0,507
EMP07586,37709,2630,22621,7343,1850,3,14,6,0,573
EMP07587,18163,2639,8237,3108,958,2,4,9,0,476
EMP07588,22762,3272,10565,6292,1997,5,0,4,0,575
EMP07589,45348,4851,20548,13380,1299,0,6,3,0,584
EMP07590,21629,1619,10759,5103,1883,2,12,0,0,541
EMP07591,20300,4552,9959,2455,1391,1,8,1,0,448
EMP07592,45046,4687,19151,13426,1088,4,10,10,0,495
EMP07593,31498,4023,12710,6812,1622,5,6,10,0,543
EMP07594,42591,3835,21646,6295,814,4,14,0,0,548
EMP07595,28428,2445,16640,3345,1750,3,1,4,0,354
EMP07596,17139,3526,9823,4273,1015,1,3,8,0,308
EMP07597,45715,2410,24999,8716,1852,1,14,1,0,557
EMP07598,46278,1018,23011,6378,980,5,1,1,0,457
EMP07599,36716,3097,12920,8918,1673,0,11,6,0,400
EMP07600,22769,1522,12334,6170,836,0,2,1,0,421
EMP07601,26473,1788,13716,6995,1999,2,13,9,0,468
EMP07602,26338,3185,9624,5744,1011,0,7,3,0,329
EMP07603,39802,3284,17495,10275,856,5,9,2,0,447
EMP07604,43139,4228,23933,10716,1831,5,11,7,80,318
EMP07605,46254,2350,15218,9174,898,2,8,1,0,592
EMP07606,43511,4459,15693,11749,1526,1,13,1,0,364
EMP07607,20560,3932,9056,5054,1698,2,10,3,0,487
EMP07608,22658,3062,9874,4451,1947,4,15,1,0,327
EMP07609,27553,2651,14448,3550,1675,2,3,10,0,466
EMP07610,30615,1766,9845,8339,1276,0,10,6,0,568
EMP07611,45271,3385,26752,5364,1896,1,0,9,0,497
EMP07612,48711,2533,26152,5632,1549,3,2,4,147,445
EMP07613,28073,3380,15954,6658,1918,1,11,3,0,479
EMP07614,30515,2445,17428,7107,1294,1,9,0,0,318
EMP07615,28567,1644,14742,5001,814,1,15,5,0,499
EMP07616,47938,4482,27130,13132,1778,4,15,9,0,576
EMP07617,35212,2547,19475,7980,1359,1,5,4,0,313
EMP07618,15510,1485,9287,3352,1026,3,4,0,0,570
EMP07619,34828,2559,20166,8339,1416,2,1,0,0,551
EMP07620,35544,1168,19707,4847,1338,2,7,5,0,583
EMP07621,44846,2980,19554,6159,1030,2,2,7,0,499
EMP07622,22680,1090,10809,3153,1849,1,1,8,0,312
EMP07623,42513,3948,16522,11573,1685,5,11,4,130,594
EMP07624,29735,3875,10236,7361,905,3,14,2,0,376
EMP07625,20736,1860,6407,4905,993,1,2,3,0,376
EMP07626,26089,4962,15358,3251,1748,5,1,10,177,338
EMP07627,19537,4495,9964,4259,986,3,1,5,0,454
EMP07628,45084,2204,25779,10209,1876,5,9,7,0,591
EMP07629,44828,2511,24171,9645,1230,4,2,5,0,545
EMP07630,22827,4103,11943,4784,1684,5,5,10,125,457
EMP07631,32529,4518,12751,8328,1096,2,7,3,0,464
EMP07632,16276,4475,8651,2461,1024,1,6,0,0,385
EMP07633,35127,4172,12277,4463,1528,2,4,4,0,364
EMP07634,46164,4749,20434,8514,1327,4,6,3,0,566
EMP07635,19903,4696,8872,5587,1249,0,11,3,0,573
EMP07636,46218,4483,24707,9746,1438,3,10,8,0,512
EMP07637,46718,1695,24595,12997,1585,2,10,3,0,415
EMP07638,35276,1296,16046,9397,1540,3,4,2,0,312
EMP07639,18218,3588,8050,5426,1322,1,1,3,0,334
EMP07640,47878,4133,17433,6024,1995,0,2,1,0,310
EMP07641,43258,1514,15645,11782,1340,4,8,9,0,546
EMP07642,20492,2902,7659,5726,933,3,12,3,0,387
EMP07643,43418,2747,13689,10892,1568,1,13,10,0,353
EMP07644,22671,2266,8302,4841,1287,0,1,3,0,459
EMP07645,24663,1935,14030,5337,1016,3,13,4,0,553
EMP07646,31725,4409,13071,5200,1210,0,2,1,0,553
EMP07647,26289,3607,8519,6067,1710,3,12,5,0,466
EMP07648,15583,1160,5537,1828,1508,1,7,7,0,384
EMP07649,33254,2930,10253,4934,1420,0,1,3,0,437
EMP07650,43818,3524,18658,8316,1938,0,1,9,0,484
EMP07651,48389,2081,23539,6334,1629,5,0,10,151,490
EMP07652,25067,1754,12176,3818,1493,1,14,3,0,587
EMP07653,24875,2185,10687,7149,864,0,8,1,0,493
EMP07654,44721,3398,20554,6530,1667,2,12,2,0,592
EMP07655,30092,1977,12939,4482,916,3,12,0,0,311
EMP07656,28156,3057,11446,4660,1528,0,8,2,0,381
EMP07657,38787,3346,15581,6952,1012,1,14,10,0,419
EMP07658,25861,2105,11578,7596,1557,3,5,9,0,411
EMP07659,24987,2322,9880,6249,1467,0,1,7,0,423
EMP07660,25507,1036,12355,7525,1490,4,15,5,0,586
EMP07661,23114,2107,8210,3149,1819,3,6,3,0,584
EMP07662,23456,3537,13373,4723,813,4,15,6,0,343
EMP07663,47174,2906,27162,6651,1846,0,12,7,0,447
EMP07664,38748,3643,14541,10853,1537,1,7,3,0,377
EMP07665,31341,3240,14439,6802,966,5,11,8,0,385
EMP07666,29198,2016,15533,3400,1423,4,14,4,0,463
EMP07667,47506,2993,26121,9110,1604,3,0,8,0,318
EMP07668,32238,4394,14861,6291,1778,0,12,0,0,555
EMP07669,34941,4832,15840,10279,1351,0,14,5,0,474
EMP07670,16508,3017,9156,1984,1458,2,3,6,0,422
EMP07671,29762,2297,15623,7600,1103,4,9,5,0,476
EMP07672,32202,1148,15906,8553,1929,0,11,2,0,542
EMP07673,48158,3813,23833,11926,1778,2,10,3,0,310
EMP07674,49204,2401,28848,13175,1981,1,12,1,0,542
EMP07675,47541,3004,21822,12960,1450,2,0,4,0,542
EMP07676,24741,3566,8039,3600,1647,2,5,9,176,317
EMP07677,29409,4176,15780,5039,936,1,6,0,29,541
EMP07678,35197,4274,15989,7024,1560,4,1,8,0,511
EMP07679,27380,1249,8774,4700,1370,1,0,7,0,449
EMP07680,21194,1309,9603,3688,1647,5,15,4,0,490
EMP07681,42387,2507,20376,12429,1146,0,0,4,0,367
EMP07682,37872,1547,22646,10968,1733,4,5,6,0,431
EMP07683,20407,4557,6410,4425,1679,1,5,10,0,336
EMP07684,26172,2167,10344,4873,1473,4,15,3,0,389
EMP07685,42855,3577,18239,10090,1940,3,2,4,0,443
EMP07686,18164,4731,6339,3870,1833,2,11,0,0,361
EMP07687,17125,4577,8117,4789,1568,1,0,0,0,372
EMP07688,41339,1240,19298,4536,1175,2,7,8,0,585
EMP07689,41219,1834,18582,4485,1678,5,4,8,0,445
EMP07690,40521,2692,23409,5171,1078,0,4,5,0,361
EMP07691,34168,1373,16921,3680,1437,1,10,1,0,419
EMP07692,26987,3753,11874,7291,996,5,11,4,0,317
EMP07693,33692,2827,18013,5412,1610,3,12,6,0,462
EMP07694,21612,4500,7847,6004,1663,5,3,1,0,518
EMP07695,35062,4467,10748,6857,1549,5,14,5,0,320
EMP07696,21605,3022,8956,4126,1990,3,2,0,0,536
EMP07697,42209,1735,19306,4907,1461,2,10,10,0,550
EMP07698,43635,4563,18867,10950,1166,1,14,6,0,387
EMP07699,49262,4796,21811,7485,878,1,12,7,0,334
EMP07700,15718,3972,6231,3191,910,2,8,6,0,585
EMP07701,24327,2597,12419,4160,1170,3,7,0,0,419
EMP07702,30114,3428,9854,5492,1126,0,9,4,0,437
EMP07703,31837,1795,16523,4364,1329,3,11,9,0,377
EMP07704,31837,4522,18134,5740,1179,0,14,6,0,465
EMP07705,36135,2141,18413,6415,1884,0,7,8,42,408
EMP07706,18066,4081,5979,5384,1531,1,10,8,0,547
EMP07707,20081,3716,6645,5725,889,5,7,9,0,490
EMP07708,36096,4888,16982,4874,1009,2,7,2,0,398
EMP07709,22753,3994,10915,6740,1026,0,11,1,0,461
EMP07710,16142,3142,5616,4101,1334,2,7,4,0,339
EMP07711,26428,4578,13586,7015,1754,1,11,0,0,470
EMP07712,41220,2646,14619,7662,1077,5,6,4,0,582
EMP07713,42876,4581,25423,12604,1120,1,4,6,0,301
EMP07714,48551,1981,24591,7141,1037,0,2,2,0,386
EMP07715,30404,3076,16858,8865,1916,1,2,1,0,302
EMP07716,38359,3825,16453,7193,1752,5,6,6,0,469
EMP07717,49165,4201,25533,10123,1668,4,14,1,0,570
EMP07718,27219,4438,12841,5227,1368,1,14,0,0,308
EMP07719,40523,3650,22627,5518,1422,2,3,7,0,495
EMP07720,29438,3200,11695,7387,1200,4,9,3,0,522
EMP07721,30273,3078,9232,5026,1168,1,0,6,0,496
EMP07722,23261,1138,8554,4204,910,3,9,10,0,532
EMP07723,38642,4772,22191,9920,1715,4,5,4,0,435
EMP07724,32412,4728,16042,8218,1178,0,7,0,0,444
EMP07725,34225,3188,12625,3823,1270,3,14,6,0,584
EMP07726,26575,2869,8541,6360,1121,0,14,7,0,552
EMP07727,32149,2789,12583,5385,1751,1,1,9,0,580
EMP07728,23786,4288,9621,3609,1558,0,1,3,0,382
EMP07729,16914,4648,6593,3857,1770,3,8,0,0,404
EMP07730,40923,1469,14554,11388,1185,2,14,0,0,466
EMP07731,41422,3657,19386,7661,1488,4,4,4,0,441
EMP07732,17265,3367,9750,3626,1947,5,14,1,0,420
EMP07733,41101,2110,15746,9344,1919,1,6,3,0,447
EMP07734,22058,4028,7773,5623,1220,5,3,7,0,474
EMP07735,39353,4652,21883,9848,1542,1,12,5,0,577
EMP07736,49489,4729,20771,9138,1729,2,0,0,0,402
EMP07737,31430,2824,11041,8917,1837,3,6,10,0,388
EMP07738,21704,1946,9242,3235,1686,3,1,8,0,347
EMP07739,35837,2957,11889,8478,1330,1,12,8,0,396
EMP07740,18941,2872,5812,4021,865,0,8,3,0,359
EMP07741,41065,2461,22543,6927,1283,4,2,8,0,570
EMP07742,45235,2983,25181,13495,1388,0,6,3,0,365
EMP07743,26619,4368,14471,7805,1867,1,12,0,0,466
EMP07744,20327,3179,9236,3148,1789,3,1,0,0,369
EMP07745,21411,4271,12375,2424,1096,5,12,4,0,356
EMP07746,18421,2762,7619,4625,1984,4,6,9,0,368
EMP07747,47984,2199,25355,13998,1849,0,8,8,0,582
EMP07748,37819,4832,21596,10329,1109,5,1,0,0,517
EMP07749,25052,3289,8014,6699,1132,5,13,0,0,443
EMP07750,43671,4450,22372,11448,1667,1,3,8,122,454
EMP07751,42254,1111,16036,8339,1646,1,1,10,0,573
EMP07752,29261,4080,9964,7691,1270,2,7,1,0,504
EMP07753,18834,2311,6285,1913,1611,3,3,5,0,468
EMP07754,39726,4938,22320,4163,1657,3,6,9,0,359
EMP07755,46711,1418,15791,12472,1148,0,2,6,0,320
EMP07756,18568,3716,7688,2498,1233,5,9,9,0,588
EMP07757,33448,2541,10547,7302,1861,4,8,8,0,394
EMP07758,21519,2494,9148,3963,1069,5,9,2,0,589
EMP07759,43055,2824,22220,5296,1205,5,8,1,0,585
EMP07760,35759,2323,18074,9162,856,2,14,3,43,435
EMP07761,37976,2768,15416,4270,1426,5,11,0,0,567
EMP07762,43385,1984,25318,8697,1201,4,5,0,0,353
EMP07763,23056,2131,11601,3322,1737,4,4,3,0,307
EMP07764,32803,4269,10921,4989,1315,4,1,5,0,325
EMP07765,15565,1594,7458,1810,1881,1,4,4,0,387
EMP07766,15432,1991,7684,1889,1123,4,0,3,0,497
EMP07767,24766,2675,14323,3041,1947,2,13,5,0,339
EMP07768,48011,2308,25527,13194,1203,3,0,9,0,554
EMP07769,38056,1728,14537,9994,1143,2,15,9,34,326
EMP07770,36936,2406,15239,10461,1883,0,0,0,0,489
EMP07771,46750,2745,15711,9101,928,0,4,0,0,526
EMP07772,41001,4044,16650,6403,1052,1,4,1,0,564
EMP07773,23392,2268,13134,5447,1651,4,7,0,0,505
EMP07774,44117,2484,23037,10650,834,3,1,1,0,312
EMP07775,48851,2679,29185,10471,1786,2,11,5,0,401
EMP07776,37666,3400,13941,10567,1019,4,14,6,0,482
EMP07777,48161,2154,22451,7010,1520,4,3,9,0,586
EMP07778,44985,4790,16098,8265,1451,0,11,4,0,539
EMP07779,34333,4328,14030,9601,1500,5,13,9,100,376
EMP07780,49865,2674,19404,8599,1198,2,10,3,0,441
EMP07781,39891,3748,12177,9860,1007,0,9,9,0,384
EMP07782,44895,3099,24771,5535,1017,4,0,8,0,537
EMP07783,18107,1918,8678,2602,1090,4,9,0,0,461
EMP07784,19880,1220,7164,3503,803,2,11,7,0,322
EMP07785,43105,2767,21466,7633,1284,3,13,1,0,435
EMP07786,46460,1206,21218,5147,901,5,12,8,0,376
EMP07787,23903,2527,10677,7009,1160,1,0,5,0,459
EMP07788,16094,4262,8306,4589,1679,2,1,10,0,425
EMP07789,29395,2923,15817,6815,1464,4,10,8,0,315
EMP07790,49846,1335,29039,11839,1027,3,6,7,0,584
EMP07791,46975,2188,19206,9347,1227,5,10,4,0,375
EMP07792,34618,3365,20280,3505,1692,3,10,0,0,590
EMP07793,42459,4908,25319,8599,1473,5,0,1,0,568
EMP07794,25016,3835,9828,7211,1529,3,3,8,0,532
EMP07795,37480,2717,18515,6340,1225,1,1,8,0,435
EMP07796,26891,2362,13406,4520,1003,2,1,0,0,546
EMP07797,37830,4523,15250,7934,1434,2,11,4,0,367
EMP07798,23013,4105,11407,4748,1625,1,11,8,0,531
EMP07799,21437,2832,10919,6279,1885,0,1,0,0,583
EMP07800,19924,1071,8220,4035,1230,5,0,1,0,309
EMP07801,43527,3561,24371,12710,1514,4,1,9,0,402
EMP07802,28374,3869,11516,4326,992,1,12,0,0,537
EMP07803,24677,1512,11081,6735,1212,5,5,10,0,587
EMP07804,38867,3163,12992,6316,1272,1,12,6,0,452
EMP07805,17902,1180,9686,2064,1591,0,14,4,1,342
EMP07806,21124,2257,10233,2920,1755,3,7,5,0,570
EMP07807,37924,4296,11411,10780,1958,2,8,8,0,357
EMP07808,45978,4528,13867,12891,1165,4,8,1,0,410
EMP07809,27810,2070,14346,4203,1965,5,11,9,0,330
EMP07810,47461,4090,16741,5973,1919,0,15,5,0,508
EMP07811,35543,1712,16958,5326,1724,1,8,7,0,354
EMP07812,42228,2525,13974,8627,1454,2,5,1,0,361
EMP07813,18331,1179,6697,4245,871,3,2,9,0,513
EMP07814,22028,2633,12743,4348,1663,5,15,8,0,548
EMP07815,37933,4684,13367,4975,1020,2,2,8,0,356
EMP07816,29421,4488,11287,8277,1809,3,2,1,0,532
EMP07817,21549,1577,9282,2671,1752,3,14,2,0,362
EMP07818,34566,3569,11521,8481,1233,3,3,3,0,548
EMP07819,22568,2104,6927,2797,1616,5,1,9,0,335
EMP07820,37889,4235,18796,9647,1698,4,5,4,0,307
EMP07821,31862,1236,13334,5760,1094,0,3,0,0,583
EMP07822,23999,4427,13971,6453,957,3,13,6,0,567
EMP07823,30564,4076,17466,5239,1346,0,1,7,0,567
EMP07824,25215,3546,7787,5231,1965,2,13,1,0,439
EMP07825,22868,3025,10099,4457,910,4,11,9,0,428
EMP07826,18484,4705,7484,2599,1132,3,9,4,0,499
EMP07827,29951,1162,10686,5667,885,3,2,8,0,331
EMP07828,29259,1288,11377,8167,1545,1,1,3,0,369
EMP07829,37008,4983,15337,3975,1034,3,4,1,0,345
EMP07830,26684,4424,9803,2707,1571,0,15,9,0,327
EMP07831,29244,1395,14299,6727,840,4,6,4,0,576
EMP07832,23325,3012,10144,5057,1022,3,11,1,0,569
EMP07833,36273,3150,20466,4614,1927,0,5,8,0,382
EMP07834,31800,4145,15229,6103,1227,1,13,2,0,567
EMP07835,18024,1605,10155,2710,1626,4,5,1,0,566
EMP07836,19294,3858,5990,5117,1229,3,12,2,0,529
EMP07837,38087,4059,14263,5006,1313,3,0,9,0,363
EMP07838,33665,2505,10719,4426,1933,2,6,6,0,538
EMP07839,34667,1445,20006,6476,1053,2,0,9,0,389
EMP07840,23524,2719,7775,3404,1469,5,3,9,0,574
EMP07841,48734,1413,16595,8127,1030,2,8,5,0,572
EMP07842,22065,4734,11402,6572,1030,0,0,7,0,580
EMP07843,26966,3130,13636,6900,815,4,13,3,0,406
EMP07844,29769,3430,15212,4202,1392,2,0,9,0,500
EMP07845,48129,2746,23892,6406,1956,1,8,7,0,524
EMP07846,22905,1053,12431,4183,1865,1,7,0,0,446
